date,temperature
2021-12-14,6.658474897961513
2021-12-15,8.211388455089004
2021-12-16,5.909299751560065
2021-12-17,2.6116889748293177
2021-12-18,3.4835662967694403
2021-12-19,2.122845184240842
2021-12-20,4.66580290582689
2021-12-21,2.905750848713787
2021-12-22,-0.9722424503929196
2021-12-23,4.242952601349896
2021-12-24,4.966742868529809
2021-12-25,0.22465198351567428
2021-12-26,1.7683358329446277
2021-12-27,4.046489894278823
2021-12-28,6.437101418245741
2021-12-29,5.274837918038779
2021-12-30,10.497969571334348
2021-12-31,10.735779553786463
2022-01-01,9.11563557618464
2022-01-02,7.458737988460628
2022-01-03,6.025898117419341
2022-01-04,0.16875757383925047
2022-01-05,-0.1852585885293251
2022-01-06,-1.9908255125460315
2022-01-07,0.5688513095602487
2022-01-08,1.4324511573202419
2022-01-09,3.2505732174649093
2022-01-10,3.9605035993333706
2022-01-11,5.309719123451565
2022-01-12,4.509316074636419
2022-01-13,4.664742988427574
2022-01-14,3.083613967444145
2022-01-15,-2.1152289169998286
2022-01-16,2.918007664236978
2022-01-17,3.300909116779574
2022-01-18,0.4211450704278919
2022-01-19,3.2545219525100912
2022-01-20,0.39749798597777936
2022-01-21,3.050267382589484
2022-01-22,3.385885029506381
2022-01-23,2.870357684122691
2022-01-24,1.5734062396848578
2022-01-25,1.0539309845748064
2022-01-26,3.9422546159102176
2022-01-27,6.296207908594087
2022-01-28,4.536113876612678
2022-01-29,6.098834506299434
2022-01-30,3.3255317626945438
2022-01-31,2.8731428942157913
2022-02-01,6.59076591878018
2022-02-02,8.013540541519241
2022-02-03,6.87002698212279
2022-02-04,3.282244343121996
2022-02-05,2.813063529642402
2022-02-06,2.5659471805781435
2022-02-07,3.572409622853322
2022-02-08,8.241289391233288
2022-02-09,6.258547583446039
2022-02-10,2.9226984674036145
2022-02-11,1.6310145900381414
2022-02-12,1.6910065579432743
2022-02-13,4.248355779929239
2022-02-14,3.9057451091888686
2022-02-15,3.205945405489174
2022-02-16,6.302249801137278
2022-02-17,3.376982522471641
2022-02-18,1.4636297134236926
2022-02-19,0.2214007452047211
2022-02-20,3.53524272572466
2022-02-21,4.13616961666176
2022-02-22,5.041430322172134
2022-02-23,4.805178275412769
2022-02-24,1.9892547638474238
2022-02-25,4.736434659298232
2022-02-26,3.225719815402268
2022-02-27,1.9149247486074559
2022-02-28,3.8466504504143852
2022-03-01,4.365349050390263
2022-03-02,2.229844317563513
2022-03-03,5.084241021077191
2022-03-04,2.575603832974038
2022-03-05,2.258420034790053
2022-03-06,3.680751659790607
2022-03-07,1.3387214916719399
2022-03-08,2.2942412866048083
2022-03-09,5.157731409374176
2022-03-10,7.85280497979529
2022-03-11,6.94691056207856
2022-03-12,5.759649588303022
2022-03-13,5.78480263490872
2022-03-14,7.913459559796059
2022-03-15,7.257849466081527
2022-03-16,5.653411420910386
2022-03-17,7.333177864963279
2022-03-18,7.701905105522921
2022-03-19,6.2569384718414955
2022-03-20,4.896240476947948
2022-03-21,5.974643165364999
2022-03-22,10.195991946354992
2022-03-23,11.026474913992743
2022-03-24,12.122814340180025
2022-03-25,12.378472173918885
2022-03-26,10.932380712827214
2022-03-27,9.697973405205033
2022-03-28,8.416007658841817
2022-03-29,7.025427338529729
2022-03-30,2.189513161101141
2022-03-31,1.0633354336761807
2022-04-01,1.8519401435981604
2022-04-02,4.410556390996181
2022-04-03,4.923828760980235
2022-04-04,7.871438628511277
2022-04-05,7.508203540653385
2022-04-06,7.739390379868444
2022-04-07,3.4041166544678596
2022-04-08,4.898461833353192
2022-04-09,4.637382579834552
2022-04-10,6.9720206630256545
2022-04-11,7.013470029288724
2022-04-12,9.169751494633742
2022-04-13,10.771497526583413
2022-04-14,12.957705200316887
2022-04-15,12.97855199357305
2022-04-16,11.317563351067644
2022-04-17,11.008680072059365
2022-04-18,11.502896782334506
2022-04-19,10.000127297669845
2022-04-20,9.274636958354238
2022-04-21,9.231176655831115
2022-04-22,8.76784827300957
2022-04-23,7.213444613743274
2022-04-24,8.663931235051791
2022-04-25,7.1022252257253715
2022-04-26,7.431257287471261
2022-04-27,7.2565127584509765
2022-04-28,6.990388643564788
2022-04-29,9.658735996382525
2022-04-30,12.057095720314626
2022-05-01,10.647509686462335
2022-05-02,11.500588631308222
2022-05-03,9.391476447340729
2022-05-04,11.25053055044463
2022-05-05,13.90394277690894
2022-05-06,13.236071522783915
2022-05-07,10.48460374939886
2022-05-08,10.442502119618963
2022-05-09,11.439242004989586
2022-05-10,14.557899300647364
2022-05-11,11.036051388205442
2022-05-12,11.799335242845466
2022-05-13,12.826971681419069
2022-05-14,16.72235516580938
2022-05-15,11.769555037510111
2022-05-16,12.921843243158717
2022-05-17,15.601168875265996
2022-05-18,15.157417479885058
2022-05-19,14.465114796631825
2022-05-20,12.811053278385803
2022-05-21,14.440649609872294
2022-05-22,14.639090445941036
2022-05-23,14.652572676648084
2022-05-24,13.2190987523585
2022-05-25,12.418360300644164
2022-05-26,13.04217502435967
2022-05-27,12.894766225854731
2022-05-28,12.204645240245345
2022-05-29,10.61803529604038
2022-05-30,11.427580901831787
2022-05-31,11.446383881112524
2022-06-01,12.28494395940444
